algorithm,ordinal,repeat_seed,scenario_index,objective,rmse_c,max_undershoot_c,failed_checks,load_ratio,window_left_h,cause
imc,11,601,11,27.702073380746683,0.6634492072958099,1.1651499284804672,recovery_ok,0.112,1.0,tuning
bo,11,601,11,31.951769421221094,0.7136878889664403,1.2900724693084413,recovery_ok,0.112,1.0,tuning
safe-bo,11,601,11,27.702073380746683,0.6634492072958099,1.1651499284804672,recovery_ok,0.112,1.0,tuning
fnn,11,601,11,27.702073380746683,0.6634492072958099,1.1651499284804672,recovery_ok,0.112,1.0,tuning
rl,11,601,11,29.975477600493385,0.6949930397404384,1.2652416672595344,recovery_ok,0.112,1.0,tuning
llm,11,601,11,27.702073380746683,0.6634492072958099,1.1651499284804672,recovery_ok,0.112,1.0,tuning
zn,12,601,12,82.1157896680144,1.5480020672255852,3.162081678242888,comfort_held+recovery_ok,0.054,1.0,tuning
zn,13,601,13,128.28461656187727,2.0088166548811515,3.5528712902514563,comfort_held+recovery_ok,0.399,1.0,tuning
imc,13,601,13,119.61137102175161,1.8621236117380877,3.191598883886833,comfort_held+recovery_ok,0.399,1.0,tuning
bo,13,601,13,122.92798554449645,1.9229372926082902,3.210132041394104,comfort_held+recovery_ok,0.399,1.0,tuning
safe-bo,13,601,13,119.61137102175161,1.8621236117380877,3.191598883886833,comfort_held+recovery_ok,0.399,1.0,tuning
fnn,13,601,13,119.61137102175161,1.8621236117380877,3.191598883886833,comfort_held+recovery_ok,0.399,1.0,tuning
rl,13,601,13,118.41949904351691,1.8311728582145492,3.4213136771825923,comfort_held+recovery_ok,0.399,1.0,tuning
llm,13,601,13,119.61137102175161,1.8621236117380877,3.191598883886833,comfort_held+recovery_ok,0.399,1.0,tuning
zn,14,601,14,112.86546475195735,2.0826103813548555,2.9338546399694962,comfort_held+recovery_ok,0.117,1.0,tuning
imc,14,601,14,67.12620480508559,1.7017980110602582,2.55710701623579,comfort_held+recovery_ok,0.117,1.0,tuning
bo,14,601,14,72.05129209921694,1.7415032775692736,2.699542249808861,comfort_held+recovery_ok,0.117,1.0,tuning
safe-bo,14,601,14,67.12620480508559,1.7017980110602582,2.55710701623579,comfort_held+recovery_ok,0.117,1.0,tuning
fnn,14,601,14,67.12620480508559,1.7017980110602582,2.55710701623579,comfort_held+recovery_ok,0.117,1.0,tuning
rl,14,601,14,62.512023706599294,1.649511560955729,2.2126846258075012,comfort_held+recovery_ok,0.117,1.0,tuning
llm,14,601,14,67.12620480508559,1.7017980110602582,2.55710701623579,comfort_held+recovery_ok,0.117,1.0,tuning
zn,15,601,15,35.45841034528316,0.720257085625948,1.3303908812599836,comfort_held+recovery_ok,0.35,1.0,tuning
bo,15,601,15,15.149342556556235,0.41604901458196175,0.7273341662018105,recovery_ok,0.35,1.0,tuning
zn,16,601,16,39.119409873072165,1.0256511688995968,1.153295622701119,comfort_held+recovery_ok,0.112,1.0,tuning
zn,17,611,1,65.77726074289293,1.3073481519922197,4.44210090141879,comfort_held+recovery_ok,0.052,1.0,tuning
imc,17,611,1,44.33350329897025,1.1097982587980881,4.44210090141879,comfort_held+recovery_ok,0.052,1.0,tuning
bo,17,611,1,45.16224888395737,1.113670167975136,4.44210090141879,comfort_held+recovery_ok,0.052,1.0,tuning
safe-bo,17,611,1,44.33350329897025,1.1097982587980881,4.44210090141879,comfort_held+recovery_ok,0.052,1.0,tuning
fnn,17,611,1,44.33350329897025,1.1097982587980881,4.44210090141879,comfort_held+recovery_ok,0.052,1.0,tuning
llm,17,611,1,44.33350329897025,1.1097982587980881,4.44210090141879,comfort_held+recovery_ok,0.052,1.0,tuning
zn,18,611,2,84.94098580154747,1.5054366555331518,3.024730009150172,comfort_held+recovery_ok,0.165,1.0,tuning
imc,18,611,2,35.14141661079841,0.7062775347511363,1.3118574937673344,comfort_held+recovery_ok,0.165,1.0,tuning
bo,18,611,2,46.21964803667808,0.867036799799853,1.7344578343436723,comfort_held+recovery_ok,0.165,1.0,tuning
safe-bo,18,611,2,35.14141661079841,0.7062775347511363,1.3118574937673344,comfort_held+recovery_ok,0.165,1.0,tuning
fnn,18,611,2,35.14141661079841,0.7062775347511363,1.3118574937673344,comfort_held+recovery_ok,0.165,1.0,tuning
rl,18,611,2,33.80189705979126,0.6811607183068896,1.4118855362282012,comfort_held+recovery_ok,0.165,1.0,tuning
llm,18,611,2,35.14141661079841,0.7062775347511363,1.3118574937673344,comfort_held+recovery_ok,0.165,1.0,tuning
zn,19,611,3,31.545558766401328,0.7246439468350934,1.0800029555817758,comfort_held+recovery_ok,0.14,1.0,tuning
zn,20,611,4,96.6388793362618,1.6706007752438758,3.2837879350542067,comfort_held+recovery_ok,0.031,1.0,tuning
imc,20,611,4,62.71399396441729,1.2790981070250358,2.8019441895705555,comfort_held+recovery_ok,0.031,1.0,tuning
bo,20,611,4,65.07908070334273,1.3031666980139254,2.7751610529539548,comfort_held+recovery_ok,0.031,1.0,tuning
safe-bo,20,611,4,62.71399396441729,1.2790981070250358,2.8019441895705555,comfort_held+recovery_ok,0.031,1.0,tuning
fnn,20,611,4,62.71399396441729,1.2790981070250358,2.8019441895705555,comfort_held+recovery_ok,0.031,1.0,tuning
rl,20,611,4,52.606869097821196,1.1224609905953356,2.6960841418400925,comfort_held+recovery_ok,0.031,1.0,tuning
llm,20,611,4,62.71399396441729,1.2790981070250358,2.8019441895705555,comfort_held+recovery_ok,0.031,1.0,tuning
zn,21,611,5,65.24815493411381,1.154909609550621,2.462217631448155,comfort_held+recovery_ok,0.305,0.58,window
imc,21,611,5,15.50457659941701,0.41109227302494267,0.8217369875203602,recovery_ok,0.305,0.58,window
bo,21,611,5,14.388621010720499,0.39432970530021744,0.7221853903831459,recovery_ok,0.305,0.58,window
safe-bo,21,611,5,15.50457659941701,0.41109227302494267,0.8217369875203602,recovery_ok,0.305,0.58,window
fnn,21,611,5,15.50457659941701,0.41109227302494267,0.8217369875203602,recovery_ok,0.305,0.58,window
rl,21,611,5,16.277158495018934,0.41520616114334324,0.9026135629195373,recovery_ok,0.305,0.58,window
llm,21,611,5,15.50457659941701,0.41109227302494267,0.8217369875203602,recovery_ok,0.305,0.58,window
zn,22,611,6,27.273579008542068,0.6459894509206858,0.6657857863776719,comfort_held+recovery_ok,0.844,1.0,tuning
zn,23,611,7,96.0785419258691,1.672177478974068,2.069805656100872,comfort_held+recovery_ok,0.566,1.28,tuning
bo,23,611,7,72.07960100842763,1.4320321802156104,1.366490963353563,comfort_held+recovery_ok,0.566,1.28,tuning
zn,24,611,8,57.969217663714225,1.055367352693542,2.1365944259820857,comfort_held+recovery_ok,0.444,1.0,tuning
imc,24,611,8,22.593743413978462,0.5273893679266188,0.9875153804226109,comfort_held+recovery_ok,0.444,1.0,tuning
bo,24,611,8,30.971233499781402,0.6441161409559506,1.5813944631025194,comfort_held+recovery_ok,0.444,1.0,tuning
safe-bo,24,611,8,22.593743413978462,0.5273893679266188,0.9875153804226109,comfort_held+recovery_ok,0.444,1.0,tuning
fnn,24,611,8,22.593743413978462,0.5273893679266188,0.9875153804226109,comfort_held+recovery_ok,0.444,1.0,tuning
rl,24,611,8,19.31050402648159,0.4950440218842483,0.9106696684979276,recovery_ok,0.444,1.0,tuning
llm,24,611,8,22.593743413978462,0.5273893679266188,0.9875153804226109,comfort_held+recovery_ok,0.444,1.0,tuning
zn,25,611,9,79.31150116582235,1.2818478280511916,3.234589881712875,comfort_held+recovery_ok,0.206,1.0,tuning
imc,25,611,9,69.00315186703648,1.1614115817684834,3.234589881712875,comfort_held+recovery_ok,0.206,1.0,tuning
bo,25,611,9,73.69524241070151,1.2202860856846627,3.234589881712875,comfort_held+recovery_ok,0.206,1.0,tuning
safe-bo,25,611,9,69.00315186703648,1.1614115817684834,3.234589881712875,comfort_held+recovery_ok,0.206,1.0,tuning
fnn,25,611,9,69.00315186703648,1.1614115817684834,3.234589881712875,comfort_held+recovery_ok,0.206,1.0,tuning
rl,25,611,9,67.14541869513452,1.1315367054676162,3.234589881712875,comfort_held+recovery_ok,0.206,1.0,tuning
llm,25,611,9,69.00315186703648,1.1614115817684834,3.234589881712875,comfort_held+recovery_ok,0.206,1.0,tuning
zn,26,611,10,85.30283792759775,1.5359858959392148,2.8299566906191984,comfort_held+recovery_ok,0.086,1.0,tuning
imc,26,611,10,41.977874187554995,1.0107023224887979,2.1217593399815478,comfort_held+recovery_ok,0.086,1.0,tuning
bo,26,611,10,51.44431465308233,1.133770923868689,2.4878158980033085,comfort_held+recovery_ok,0.086,1.0,tuning
safe-bo,26,611,10,41.977874187554995,1.0107023224887979,2.1217593399815478,comfort_held+recovery_ok,0.086,1.0,tuning
fnn,26,611,10,41.977874187554995,1.0107023224887979,2.1217593399815478,comfort_held+recovery_ok,0.086,1.0,tuning
rl,26,611,10,38.01037186570179,0.9383802984223788,1.7744962639842328,comfort_held+recovery_ok,0.086,1.0,tuning
llm,26,611,10,41.977874187554995,1.0107023224887979,2.1217593399815478,comfort_held+recovery_ok,0.086,1.0,tuning
zn,27,611,11,42.21524323198062,1.04646551665049,1.3924191492911255,comfort_held+recovery_ok,0.061,1.0,tuning
zn,28,611,12,39.96275798113623,0.8086156551520982,0.900329710982934,comfort_held+recovery_ok,0.251,1.0,tuning
zn,29,611,13,88.34320208244236,1.468211259823935,2.5816708117228018,comfort_held+recovery_ok,0.176,1.0,tuning
imc,29,611,13,75.51840995940998,1.293422940648451,2.3684851953562784,comfort_held+recovery_ok,0.176,1.0,tuning
bo,29,611,13,82.44015611134229,1.3829780298218344,2.552390613921343,comfort_held+recovery_ok,0.176,1.0,tuning
safe-bo,29,611,13,75.51840995940998,1.293422940648451,2.3684851953562784,comfort_held+recovery_ok,0.176,1.0,tuning
fnn,29,611,13,75.51840995940998,1.293422940648451,2.3684851953562784,comfort_held+recovery_ok,0.176,1.0,tuning
rl,29,611,13,70.08234618784799,1.213612756181593,2.3023056395454127,comfort_held+recovery_ok,0.176,1.0,tuning
llm,29,611,13,75.51840995940998,1.293422940648451,2.3684851953562784,comfort_held+recovery_ok,0.176,1.0,tuning
zn,30,611,14,46.09428785030215,1.2228745083240118,0.7381897283894077,comfort_held+recovery_ok,0.257,1.0,tuning
zn,31,611,15,61.412869155499976,1.327433154627021,0.7015609769659399,comfort_held+recovery_ok,0.169,1.0,tuning
bo,31,611,15,46.26513721321845,1.1966222300016016,0.37586527044434703,comfort_held+recovery_ok,0.169,1.0,tuning
zn,32,611,16,46.00159210289357,1.118803936809972,4.157392162652641,comfort_held+recovery_ok,0.149,1.0,tuning
zn,33,621,1,120.27881379632063,2.10181414382915,3.4844576879547446,comfort_held+recovery_ok,0.207,1.0,tuning
imc,33,621,1,112.93190102690455,2.0132634736787254,3.6043572627726377,comfort_held+recovery_ok,0.207,1.0,tuning
bo,33,621,1,117.49856967974765,2.063077608004013,3.6602007055549315,comfort_held+recovery_ok,0.207,1.0,tuning
safe-bo,33,621,1,112.93190102690455,2.0132634736787254,3.6043572627726377,comfort_held+recovery_ok,0.207,1.0,tuning
fnn,33,621,1,112.93190102690455,2.0132634736787254,3.6043572627726377,comfort_held+recovery_ok,0.207,1.0,tuning
rl,33,621,1,112.7394433476127,2.020521333250595,3.623366703102505,comfort_held+recovery_ok,0.207,1.0,tuning
llm,33,621,1,112.93190102690455,2.0132634736787254,3.6043572627726377,comfort_held+recovery_ok,0.207,1.0,tuning
zn,34,621,2,58.48727145999715,1.0569734936590731,1.9429116296506237,comfort_held+recovery_ok,0.145,1.0,tuning
imc,34,621,2,28.459697891583158,0.6320066002546405,0.9772992359848018,comfort_held+recovery_ok,0.145,1.0,tuning
bo,34,621,2,35.591143617642764,0.7185135305572502,1.2198991921158786,comfort_held+recovery_ok,0.145,1.0,tuning
safe-bo,34,621,2,28.459697891583158,0.6320066002546405,0.9772992359848018,comfort_held+recovery_ok,0.145,1.0,tuning
fnn,34,621,2,28.459697891583158,0.6320066002546405,0.9772992359848018,comfort_held+recovery_ok,0.145,1.0,tuning
rl,34,621,2,27.737423838481636,0.6215733003428037,0.9772992359848018,comfort_held+recovery_ok,0.145,1.0,tuning
llm,34,621,2,28.459697891583158,0.6320066002546405,0.9772992359848018,comfort_held+recovery_ok,0.145,1.0,tuning
zn,35,621,3,35.900492630223134,0.7280666841794494,1.190899599789173,comfort_held+recovery_ok,0.242,1.0,tuning
zn,36,621,4,39.69084687462354,0.8018704009072763,1.560277805126642,comfort_held+recovery_ok,0.122,1.0,tuning
imc,36,621,4,20.835707599544204,0.5760747598717971,0.9211545867806841,recovery_ok,0.122,1.0,tuning
bo,36,621,4,24.45551537130416,0.6209053727235371,1.1986999362798727,recovery_ok,0.122,1.0,tuning
safe-bo,36,621,4,20.835707599544204,0.5760747598717971,0.9211545867806841,recovery_ok,0.122,1.0,tuning
fnn,36,621,4,20.835707599544204,0.5760747598717971,0.9211545867806841,recovery_ok,0.122,1.0,tuning
rl,36,621,4,17.475194399246814,0.4828834264761299,0.8736695042616596,recovery_ok,0.122,1.0,tuning
llm,36,621,4,20.835707599544204,0.5760747598717971,0.9211545867806841,recovery_ok,0.122,1.0,tuning
zn,37,621,5,52.18619334020327,1.0084253570545478,1.1184074849290653,comfort_held+recovery_ok,0.413,1.61,tuning
imc,37,621,5,34.339973301045255,0.8057827890074631,0.7813128187429577,comfort_held+recovery_ok,0.413,1.61,tuning
bo,37,621,5,34.94020785386755,0.801055002879161,0.7577663712041023,comfort_held+recovery_ok,0.413,1.61,tuning
safe-bo,37,621,5,34.339973301045255,0.8057827890074631,0.7813128187429577,comfort_held+recovery_ok,0.413,1.61,tuning
fnn,37,621,5,34.339973301045255,0.8057827890074631,0.7813128187429577,comfort_held+recovery_ok,0.413,1.61,tuning
rl,37,621,5,38.07595712187914,0.8576227910531452,0.877227242391438,comfort_held+recovery_ok,0.413,1.61,tuning
llm,37,621,5,34.339973301045255,0.8057827890074631,0.7813128187429577,comfort_held+recovery_ok,0.413,1.61,tuning
zn,38,621,6,26.808522912056684,0.587203210004671,1.0887514048818225,comfort_held+recovery_ok,0.098,1.0,tuning
zn,39,621,7,75.74931505072705,1.3241293985660452,2.351933011622311,comfort_held+recovery_ok,0.547,1.0,tuning
imc,39,621,7,33.16738933037683,0.6953609538455308,1.2768385290648006,comfort_held+recovery_ok,0.547,1.0,tuning
bo,39,621,7,29.448857930846483,0.6238803243522761,1.1112712040042538,comfort_held+recovery_ok,0.547,1.0,tuning
safe-bo,39,621,7,33.16738933037683,0.6953609538455308,1.2768385290648006,comfort_held+recovery_ok,0.547,1.0,tuning
fnn,39,621,7,33.16738933037683,0.6953609538455308,1.2768385290648006,comfort_held+recovery_ok,0.547,1.0,tuning
rl,39,621,7,39.96546741394694,0.8084046341548223,1.600963857779579,comfort_held+recovery_ok,0.547,1.0,tuning
llm,39,621,7,33.16738933037683,0.6953609538455308,1.2768385290648006,comfort_held+recovery_ok,0.547,1.0,tuning
zn,40,621,8,60.36987497693379,1.3199529686190759,1.5977674964541642,comfort_held+recovery_ok,0.103,1.0,tuning
bo,40,621,8,43.806910035160705,1.1935456615997153,0.8944587055957811,comfort_held+recovery_ok,0.103,1.0,tuning
zn,41,621,9,79.52301298962264,1.4177151668091301,3.598881200894489,comfort_held+recovery_ok,0.09,1.0,tuning
imc,41,621,9,43.40905995729147,0.9555856704734494,3.598881200894489,comfort_held+recovery_ok,0.09,1.0,tuning
bo,41,621,9,49.65687550755191,1.0141084336879196,3.598881200894489,comfort_held+recovery_ok,0.09,1.0,tuning
safe-bo,41,621,9,43.40905995729147,0.9555856704734494,3.598881200894489,comfort_held+recovery_ok,0.09,1.0,tuning
fnn,41,621,9,43.40905995729147,0.9555856704734494,3.598881200894489,comfort_held+recovery_ok,0.09,1.0,tuning
rl,41,621,9,43.82664662862788,0.9578334406251847,3.598881200894489,comfort_held+recovery_ok,0.09,1.0,tuning
llm,41,621,9,43.40905995729147,0.9555856704734494,3.598881200894489,comfort_held+recovery_ok,0.09,1.0,tuning
zn,42,621,10,55.28196709889522,0.9907475608396648,1.7688605518902456,comfort_held+recovery_ok,0.34,0.47,window
imc,42,621,10,30.002957093358354,0.6815272148625606,0.7429321782902818,comfort_held+recovery_ok,0.34,0.47,window
bo,42,621,10,37.85097746830453,0.7862969181084396,0.9838727353326249,comfort_held+recovery_ok,0.34,0.47,window
safe-bo,42,621,10,30.002957093358354,0.6815272148625606,0.7429321782902818,comfort_held+recovery_ok,0.34,0.47,window
fnn,42,621,10,30.002957093358354,0.6815272148625606,0.7429321782902818,comfort_held+recovery_ok,0.34,0.47,window
rl,42,621,10,28.775008610697558,0.6544068359599021,0.9595430370990208,comfort_held+recovery_ok,0.34,0.47,window
llm,42,621,10,30.002957093358354,0.6815272148625606,0.7429321782902818,comfort_held+recovery_ok,0.34,0.47,window
zn,43,621,11,115.11791556813019,1.8726390448996946,3.8463841820605467,comfort_held+recovery_ok,0.162,1.0,tuning
imc,43,621,11,74.65530766737446,1.2940215311485534,3.8463841820605467,comfort_held+recovery_ok,0.162,1.0,tuning
bo,43,621,11,93.86934978133011,1.5717310837221012,3.8463841820605467,comfort_held+recovery_ok,0.162,1.0,tuning
safe-bo,43,621,11,74.65530766737446,1.2940215311485534,3.8463841820605467,comfort_held+recovery_ok,0.162,1.0,tuning
fnn,43,621,11,74.65530766737446,1.2940215311485534,3.8463841820605467,comfort_held+recovery_ok,0.162,1.0,tuning
rl,43,621,11,70.52967694999309,1.2409623429990138,3.8463841820605467,comfort_held+recovery_ok,0.162,1.0,tuning
llm,43,621,11,74.65530766737446,1.2940215311485534,3.8463841820605467,comfort_held+recovery_ok,0.162,1.0,tuning
zn,44,621,12,67.95407499917482,1.2036569640221069,2.5889389922205837,comfort_held+recovery_ok,0.315,0.99,window
imc,44,621,12,14.873029314645125,0.3940535805018804,0.8504709487505018,recovery_ok,0.315,0.99,window
bo,44,621,12,12.957035993533266,0.35073824103211787,0.8293576068589985,recovery_ok,0.315,0.99,window
safe-bo,44,621,12,14.873029314645125,0.3940535805018804,0.8504709487505018,recovery_ok,0.315,0.99,window
fnn,44,621,12,14.873029314645125,0.3940535805018804,0.8504709487505018,recovery_ok,0.315,0.99,window
rl,44,621,12,14.585551131707467,0.38741406938301925,0.8457012085610742,recovery_ok,0.315,0.99,window
llm,44,621,12,14.873029314645125,0.3940535805018804,0.8504709487505018,recovery_ok,0.315,0.99,window
zn,45,621,13,74.30502342499088,1.438989523064311,2.5002273523426055,comfort_held+recovery_ok,0.211,1.0,tuning
imc,45,621,13,46.949104707906095,1.1674187054261853,1.6834808261540886,comfort_held+recovery_ok,0.211,1.0,tuning
bo,45,621,13,53.11566931121124,1.2163744159629584,1.9144777370508592,comfort_held+recovery_ok,0.211,1.0,tuning
safe-bo,45,621,13,46.949104707906095,1.1674187054261853,1.6834808261540886,comfort_held+recovery_ok,0.211,1.0,tuning
fnn,45,621,13,46.949104707906095,1.1674187054261853,1.6834808261540886,comfort_held+recovery_ok,0.211,1.0,tuning
rl,45,621,13,42.4540104461333,1.1297028027098193,1.2703903835697794,comfort_held+recovery_ok,0.211,1.0,tuning
llm,45,621,13,46.949104707906095,1.1674187054261853,1.6834808261540886,comfort_held+recovery_ok,0.211,1.0,tuning
zn,46,621,14,93.89301601477443,1.6907699533552492,2.6399255892903852,comfort_held+recovery_ok,0.135,1.0,tuning
imc,46,621,14,62.84770219741916,1.337859593255503,2.1810540598123858,comfort_held+recovery_ok,0.135,1.0,tuning
bo,46,621,14,76.11894442460873,1.4633014342103485,2.3647102401928954,comfort_held+recovery_ok,0.135,1.0,tuning
safe-bo,46,621,14,62.84770219741916,1.337859593255503,2.1810540598123858,comfort_held+recovery_ok,0.135,1.0,tuning
fnn,46,621,14,62.84770219741916,1.337859593255503,2.1810540598123858,comfort_held+recovery_ok,0.135,1.0,tuning
rl,46,621,14,57.876278884235546,1.2826300799150203,1.7907837936803368,comfort_held+recovery_ok,0.135,1.0,tuning
llm,46,621,14,62.84770219741916,1.337859593255503,2.1810540598123858,comfort_held+recovery_ok,0.135,1.0,tuning
zn,47,621,15,33.50334140546199,0.6885194720565294,1.8424173804636261,comfort_held+recovery_ok,0.204,1.0,tuning
zn,48,621,16,17.686514624827392,0.4322740715961474,0.6762192428644624,comfort_held+recovery_ok,0.08,1.0,tuning
zn,49,631,1,42.15291130617531,0.939043694613649,1.4252600502024393,comfort_held+recovery_ok,0.151,1.0,tuning
zn,50,631,2,22.15340064800176,0.5098936444440895,1.0275598398063899,comfort_held+recovery_ok,0.217,1.0,tuning
zn,51,631,3,77.59256592044616,1.451098383454233,2.069385228801284,comfort_held+recovery_ok,0.083,1.0,tuning
imc,51,631,3,41.55589436296823,1.0947737913176212,1.392770281862834,comfort_held+recovery_ok,0.083,1.0,tuning
bo,51,631,3,45.68379763402826,1.1348762837113768,1.6423245997895037,comfort_held+recovery_ok,0.083,1.0,tuning
safe-bo,51,631,3,41.55589436296823,1.0947737913176212,1.392770281862834,comfort_held+recovery_ok,0.083,1.0,tuning
fnn,51,631,3,41.55589436296823,1.0947737913176212,1.392770281862834,comfort_held+recovery_ok,0.083,1.0,tuning
llm,51,631,3,41.55589436296823,1.0947737913176212,1.392770281862834,comfort_held+recovery_ok,0.083,1.0,tuning
zn,52,631,4,27.55343378912801,0.6472270779895705,1.1716213333328511,recovery_ok,0.572,1.29,tuning
imc,52,631,4,32.59406842252799,0.7438265206620907,0.884838077827137,comfort_held+recovery_ok,0.572,1.29,tuning
bo,52,631,4,28.552176907025952,0.6745116680098531,0.9026806365323807,comfort_held+recovery_ok,0.572,1.29,tuning
safe-bo,52,631,4,32.59406842252799,0.7438265206620907,0.884838077827137,comfort_held+recovery_ok,0.572,1.29,tuning
fnn,52,631,4,32.59406842252799,0.7438265206620907,0.884838077827137,comfort_held+recovery_ok,0.572,1.29,tuning
rl,52,631,4,31.22398764646237,0.7479833713180021,0.8182750177430762,comfort_held+recovery_ok,0.572,1.29,tuning
llm,52,631,4,32.59406842252799,0.7438265206620907,0.884838077827137,comfort_held+recovery_ok,0.572,1.29,tuning
