fit_scenario,minute,error_c,error_rate_c_per_min,nearest_error_rule,nearest_delta_rule,label_kp,label_ki
4.0,260.0,-0.08652451093461266,-0.013113967306220076,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,265.0,-0.10992894843126066,-0.0046808874993296,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,270.0,-0.16729773572839335,-0.011473757459426536,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,275.0,-0.0848403728304099,0.01649147257959669,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,280.0,0.019293274937535188,0.020826729553589017,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,285.0,0.11110672359348683,0.01836268973119033,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,290.0,0.14563079578683968,0.00690481443867057,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,295.0,0.11869070940941029,-0.005388017275485879,2.0,2.0,0.7664494449146888,0.01521871724141333
4.0,300.0,0.059635223178538865,-0.011811097246174285,2.0,2.0,0.7664494449146888,0.01521871724141333
5.0,0.0,0.06283628952585829,0.0,2.0,2.0,0.20822066804145928,0.002932158676127822
5.0,5.0,0.5310370950794869,0.09364016111072573,2.0,3.0,0.20822066804145928,0.002932158676127822
5.0,10.0,1.1664143867598682,0.12707545833607625,3.0,3.0,0.20822066804145928,0.002932158676127822
5.0,15.0,1.7497726026116247,0.11667164317035131,3.0,3.0,0.20822066804145928,0.002932158676127822
5.0,20.0,2.140764984267186,0.07819847633111224,3.0,3.0,0.20822066804145928,0.002932158676127822
5.0,25.0,2.3315796148656993,0.03816292611970269,3.0,3.0,0.20822066804145928,0.002932158676127822
5.0,30.0,2.3409266416271173,0.001869405352283593,3.0,2.0,0.20822066804145928,0.002932158676127822
5.0,35.0,2.051974369508226,-0.05779045442377821,3.0,1.0,0.20822066804145928,0.002932158676127822
5.0,40.0,1.691133394103204,-0.07216819508100443,3.0,1.0,0.20822066804145928,0.002932158676127822
5.0,45.0,1.3888507699647654,-0.06045652482768773,3.0,1.0,0.20822066804145928,0.002932158676127822
5.0,50.0,1.1090092562144171,-0.05596830275006966,3.0,1.0,0.20822066804145928,0.002932158676127822
5.0,55.0,0.8871662265192839,-0.044368605939026654,3.0,1.0,0.20822066804145928,0.002932158676127822
