minute,zn_zone_c,imc_zone_c,bo_zone_c,safe-bo_zone_c,fnn_zone_c,rl_zone_c,llm_zone_c,zn_command,imc_command,bo_command,safe-bo_command,fnn_command,rl_command,llm_command,setpoint_c
90.0,26.222537804219037,26.62737581019758,26.69347792630301,26.62737581019758,26.62737581019758,25.82959691227789,26.62737581019758,0.63,0.77,0.91,0.77,0.77,0.4,0.77,25.45549034389096
91.0,26.29801550673434,26.643565247179268,26.713493231157706,26.643565247179268,26.643565247179268,25.866327517360958,26.643565247179268,0.68,0.79,0.9400000000000001,0.79,0.79,0.42,0.79,25.45549034389096
92.0,26.368126629259788,26.654805691862926,26.727425785701474,26.654805691862926,26.654805691862926,25.90233833883167,26.654805691862926,0.73,0.81,0.98,0.81,0.81,0.45,0.81,25.45549034389096
93.0,26.432492173251923,26.661048633108226,26.735023662837015,26.661048633108226,26.661048633108226,25.937361502883782,26.661048633108226,0.78,0.8200000000000001,1.0,0.8200000000000001,0.8200000000000001,0.47000000000000003,0.8200000000000001,25.45549034389096
94.0,26.490778287316804,26.662320386338276,26.736067248782877,26.662320386338276,26.662320386338276,25.971046985645007,26.662320386338276,0.8300000000000001,0.84,1.0,0.84,0.84,0.49,0.84,25.45549034389096
95.0,26.54269182621443,26.658688405612327,26.730366046048992,26.658688405612327,26.658688405612327,26.00315469704202,26.658688405612327,0.88,0.86,1.0,0.86,0.86,0.52,0.86,25.45549034389096
96.0,26.587976339202005,26.650354587812778,26.717964707583164,26.650354587812778,26.650354587812778,26.033680169182762,26.650354587812778,0.93,0.85,1.0,0.85,0.85,0.53,0.85,25.45549034389096
97.0,26.626408446281985,26.637543259194608,26.699053144409486,26.637543259194608,26.637543259194608,26.062555739195055,26.637543259194608,0.98,0.85,1.0,0.85,0.85,0.54,0.85,25.45549034389096
98.0,26.657794564918976,26.620387380337878,26.673911745696557,26.620387380337878,26.620387380337878,26.089683050268125,26.620387380337878,1.0,0.85,1.0,0.85,0.85,0.56,0.85,25.45549034389096
99.0,26.68196795340152,26.59900992429894,26.64276458198359,26.59900992429894,26.59900992429894,26.11494313669596,26.59900992429894,1.0,0.87,1.0,0.87,0.87,0.59,0.87,25.45549034389096
100.0,26.74972833950459,26.6244671113408,26.65658362353371,26.6244671113408,26.6244671113408,26.188997204941096,26.6244671113408,1.0,0.87,1.0,0.87,0.87,0.61,0.87,25.45549034389096
101.0,26.80952559031863,26.64553979732812,26.664108612748237,26.64553979732812,26.64553979732812,26.2601989393743,26.64553979732812,1.0,0.88,1.0,0.88,0.88,0.64,0.88,25.45549034389096
102.0,26.86126328688736,26.662391888182263,26.6658536964716,26.662391888182263,26.662391888182263,26.328433048528442,26.662391888182263,1.0,0.89,1.0,0.89,0.89,0.67,0.89,25.45549034389096
103.0,26.904862574671977,26.675102048185945,26.66242808010066,26.675102048185945,26.675102048185945,26.393494649276644,26.675102048185945,1.0,0.9,1.0,0.9,0.9,0.7000000000000001,0.9,25.45549034389096
104.0,26.94026038707514,26.684057867205027,26.65438167873531,26.684057867205027,26.684057867205027,26.45534035895633,26.684057867205027,1.0,0.91,1.0,0.91,0.91,0.73,0.91,25.45549034389096
105.0,26.96740784118098,26.689720872763882,26.64221084290495,26.689720872763882,26.689720872763882,26.514078124437525,26.689720872763882,1.0,0.91,1.0,0.91,0.91,0.74,0.91,25.45549034389096
106.0,26.986582171959647,26.692435205430243,26.62636353178702,26.692435205430243,26.692435205430243,26.56970295840013,26.692435205430243,1.0,0.92,1.0,0.92,0.92,0.77,0.92,25.45549034389096
107.0,26.998463420083226,26.692302616753047,26.607243987227843,26.692302616753047,26.692302616753047,26.62203691866261,26.692302616753047,1.0,0.91,0.98,0.91,0.91,0.79,0.91,25.45549034389096
108.0,27.00381063937034,26.689481906847604,26.58521695673256,26.689481906847604,26.689481906847604,26.670956375077996,26.689481906847604,1.0,0.93,0.99,0.93,0.93,0.8300000000000001,0.93,25.45549034389096
109.0,27.003309096495418,26.68415698423657,26.560611508943147,26.68415698423657,26.68415698423657,26.716321284077914,26.68415698423657,1.0,0.9400000000000001,0.99,0.9400000000000001,0.9400000000000001,0.86,0.9400000000000001,25.45549034389096
110.0,26.997577395854123,26.676422826931802,26.533724480924764,26.676422826931802,26.676422826931802,26.757937709299586,26.676422826931802,1.0,0.9500000000000001,0.99,0.9500000000000001,0.9500000000000001,0.88,0.9500000000000001,25.45549034389096
111.0,26.987173916918163,26.666366640100556,26.504823592786526,26.666366640100556,26.666366640100556,26.795635561185957,26.666366640100556,1.0,0.96,0.99,0.96,0.96,0.91,0.96,25.45549034389096
112.0,26.972602630415967,26.65406859222561,26.4741502617352,26.65406859222561,26.65406859222561,26.829266245248988,26.65406859222561,1.0,0.9500000000000001,0.97,0.9500000000000001,0.9500000000000001,0.93,0.9500000000000001,25.45549034389096
113.0,26.954318353274953,26.63970694132997,26.44192214456308,26.63970694132997,26.63970694132997,26.858909459663675,26.63970694132997,1.0,0.96,0.96,0.96,0.96,0.9500000000000001,0.96,25.45549034389096
114.0,26.93273149647823,26.623410533231237,26.408335434773118,26.623410533231237,26.623410533231237,26.88457507049765,26.623410533231237,1.0,0.96,0.9500000000000001,0.96,0.96,0.97,0.96,25.45549034389096
115.0,26.90821235476346,26.605433466309858,26.373775859931573,26.605433466309858,26.605433466309858,26.906236238483437,26.605433466309858,1.0,0.9500000000000001,0.93,0.9500000000000001,0.9500000000000001,0.99,0.9500000000000001,25.45549034389096
116.0,26.88109498237069,26.585835075178636,26.338419889933235,26.585835075178636,26.585835075178636,26.923735608605014,26.585835075178636,1.0,0.96,0.9400000000000001,0.96,0.96,1.0,0.96,25.45549034389096
117.0,26.85168069478055,26.56455871063506,26.302314933159,26.56455871063506,26.56455871063506,26.936896866942895,26.56455871063506,1.0,0.9500000000000001,0.91,0.9500000000000001,0.9500000000000001,1.0,0.9500000000000001,25.45549034389096
118.0,26.82024123253051,26.54162711041887,26.265575986617613,26.54162711041887,26.54162711041887,26.94574258489942,26.54162711041887,1.0,0.9400000000000001,0.89,0.9400000000000001,0.9400000000000001,1.0,0.9400000000000001,25.45549034389096
119.0,26.78702161971469,26.517062135207183,26.228306527707208,26.517062135207183,26.517062135207183,26.950264366802028,26.517062135207183,1.0,0.9500000000000001,0.89,0.9500000000000001,0.9500000000000001,1.0,0.9500000000000001,25.45549034389096
120.0,26.752242746626894,26.491093762073373,26.190808551751957,26.491093762073373,26.491093762073373,26.95049124015287,26.491093762073373,1.0,0.9400000000000001,0.87,0.9400000000000001,0.9400000000000001,1.0,0.9400000000000001,25.45549034389096
121.0,26.716103703163924,26.46386394334022,26.153391834980496,26.46386394334022,26.46386394334022,26.94652502593145,26.46386394334022,1.0,0.91,0.8300000000000001,0.91,0.91,1.0,0.91,25.45549034389096
122.0,26.67878388703806,26.435461525216766,26.116261602199742,26.435461525216766,26.435461525216766,26.938460694232813,26.435461525216766,1.0,0.91,0.81,0.91,0.91,1.0,0.91,25.45549034389096
123.0,26.640444908527204,26.406143438869577,26.079705687003194,26.406143438869577,26.406143438869577,26.926386995830153,26.406143438869577,1.0,0.89,0.78,0.89,0.89,1.0,0.89,25.45549034389096
124.0,26.601232311394686,26.37600341047136,26.043739635558435,26.37600341047136,26.37600341047136,26.910491494049094,26.37600341047136,1.0,0.89,0.78,0.89,0.89,1.0,0.89,25.45549034389096
