episode,environment_steps,epsilon,episode_reward,moving_average_reward_20,mean_abs_td_error,visited_states,state_coverage_pct,visited_full_states,full_state_coverage_pct,greedy_policy_changes,mean_kp,mean_ki,final_kp,final_ki,validation_baseline_objective,validation_learned_objective,deployment_accepted,checkpoint_validation_objective,best_checkpoint_validation_objective,fit_scenarios,validation_scenarios,selected_policy_family
45.0,10800.0,0.23533333333333334,-75.99444834820193,-92.5895865130972,1.5317741138655112,25.0,100.0,42.0,56.00000000000001,3.0,0.5103346260048159,0.0034514318187483656,0.6060913669211174,0.003651022618757048,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
46.0,11040.0,0.235,-61.88061971490055,-92.211479882683,1.3280294629448404,25.0,100.0,42.0,56.00000000000001,1.0,0.4763665589513833,0.00358240469600812,0.48771195784576943,0.0033467707338606274,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
47.0,11280.0,0.23466666666666666,-89.90765619922891,-89.84402508737398,2.2450629864868614,25.0,100.0,42.0,56.00000000000001,10.0,0.49370908894130033,0.0038730997881770944,0.5128465412409455,0.003651022618757048,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
48.0,11520.0,0.23433333333333334,-118.15745627418121,-90.61130893087822,2.5861430618223533,25.0,100.0,42.0,56.00000000000001,7.0,0.5153681716381951,0.003790295995798786,0.4662241284008595,0.0033467707338606274,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
49.0,11760.0,0.23399999999999999,-39.85360561586099,-88.6392847609298,1.0167166606931506,25.0,100.0,42.0,56.00000000000001,1.0,0.48898337108790924,0.0034827006383209742,0.6734348521345749,0.003936203995508163,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
50.0,12000.0,0.23366666666666666,-31.544732289521182,-88.7242430741679,0.8895317321214323,25.0,100.0,42.0,56.00000000000001,1.0,0.500973911778376,0.0036493649623674227,0.6257155175257239,0.004056691798618942,nan,nan,nan,35.53429516662677,35.53429516662677,48.0,16.0,
51.0,12240.0,0.23333333333333334,-26.38801913375624,-70.91790107306626,0.5963344552722077,25.0,100.0,42.0,56.00000000000001,6.0,0.5627672477079849,0.003925488201864904,0.6734348521345749,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
52.0,12480.0,0.23299999999999998,-207.67819747344993,-76.74433840151339,4.285474272510716,25.0,100.0,42.0,56.00000000000001,9.0,0.548427316105134,0.003957045080594741,0.5292808625089742,0.004016124880632754,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
53.0,12720.0,0.23266666666666666,-167.01513519010675,-83.38394482028812,3.5110173134572205,25.0,100.0,42.0,56.00000000000001,9.0,0.5205274561133567,0.0038527126195201104,0.5180268093342884,0.003969005695470731,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
54.0,12960.0,0.23233333333333334,-40.22505550300942,-81.81083117844199,0.8813613434785204,25.0,100.0,42.0,56.00000000000001,2.0,0.5420580445989608,0.003649605233884074,0.6667005036132292,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
